fiscal_year,contractingcustomer,contractingsubcustomer,fundingagency,fundingsubagency,productserviceorRndArea,PlatformPortfolio,isforeignownedandlocated,isforeigngovernment,isinternationalorganization,fundedbyforeignentity,PlaceCountryText,PlaceIsInternational,OriginIsInternational,OriginCountryText,VendorIsInternational,VendorCountryText,SumOfnumberOfActions,SumOfobligatedAmount
2001,Defense,MDA,Defense,MDA,Advanced Technology Development (6.3),Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,1507500.0000
2002,Defense,Other DoD,Defense,Other DoD,Applied Research (6.2),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,151740.0000
2011,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,3988.0000
2006,Defense,Army,Defense,Army,Electronics & Communications,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,,4,453395.0000
2016,Defense,DLA,Defense,Air Force,Aircraft,"Electronics, Comms, & Sensors",0,0,0,A,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,4233560.0000
2012,Other Agencies,Transportation,Other Agencies,Transportation,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2003,HHS,HHS,HHS,HHS,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,,1,ISRAEL,1,25000.0000
2011,DHS,Other DHS,DHS,Other DHS,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,70037.6328
2016,Other Agencies,Commerce,Other Agencies,Commerce,ICT,"Electronics, Comms, & Sensors",1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,37500.0000
2003,HHS,HHS,HHS,HHS,PAMS,Other R&D and Knowledge Based,0,0,0,,,1,1,,1,ISRAEL,0,0.0000
2008,GSA,GSA,GSA,GSA,Other,Facilities and Construction,0,0,0,,,1,1,,1,ISRAEL,0,0.0000
2010,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,1,0,1,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,8,1013636.4629
2010,Other Agencies,NULL,Other Agencies,DEFENSE COMMISSARY AGENCY  (DECA),Other,Facilities and Construction,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,2552.0000
2012,Other Agencies,Transportation,Other Agencies,Transportation,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,3,20999.0000
2007,Defense,Air Force,Defense,Air Force,PAMS,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,157854.0000
2007,State and IAP,State,State and IAP,State,PAMS,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,10859.0000
2012,HHS,HHS,HHS,HHS,Clothing & Subsistence,Other Products,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,18000.0000
2015,Defense,Air Force,Defense,Air Force,ERS,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,155313.3000
2015,Defense,DLA,Defense,Navy,Aircraft,Aircraft,1,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,719680.0000
2016,State and IAP,State,State and IAP,State,PAMS,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,24,423491.5819
2016,Defense,Other DoD,Defense,DLA,Other,Other Products,1,0,1,X,,1,1,ISRAEL,1,ISRAEL,1,0.0000
2016,Defense,Other DoD,Defense,Air Force,Aircraft,"Electronics, Comms, & Sensors",0,0,0,A,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2012,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,5032673.0000
2010,Other Agencies,Interior,Other Agencies,Interior,PAMS,Other R&D and Knowledge Based,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,9225.0000
2010,Defense,Navy,Defense,Navy,Other,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,12691.8096
2001,Other Agencies,Transportation,Other Agencies,Transportation,ERS,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,29000.0000
2014,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,8,6758393.3472
2015,HHS,HHS,HHS,HHS,MED,Other Services,1,0,0,X,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,20000.0000
2005,Defense,Navy,Defense,Navy,ERS,Other Services,0,0,0,,ITALY,1,1,ISRAEL,1,,2,1020798.0000
2007,Defense,Army,Defense,Army,ICT,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,0.0000
2008,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,17993.0000
2011,State and IAP,USAID,State and IAP,USAID,ICT,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,5,23640.0000
2006,Defense,DLA,Defense,DLA,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,GERMANY,1,,1,14350.0000
2010,Defense,Army,Defense,Army,Launchers & Munitions,Aircraft,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2011,State and IAP,USAID,State and IAP,USAID,Ground Vehicles,Aircraft,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,7933.6401
2014,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,0.0000
2015,Defense,DLA,Defense,DLA,Electronics & Communications,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,0.0000
2015,Defense,DLA,Defense,DLA,Other,Land Vehicles,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,5,37726.3400
2008,Defense,Navy,Defense,Navy,Launchers & Munitions,Ordnance and Missiles,0,1,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,234820.0000
2007,Defense,Army,Defense,Army,ERS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,720750.0000
2006,Defense,Army,Defense,Army,Advanced Technology Development (6.3),Missile Defense,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,340000.0000
2007,Defense,Air Force,Defense,Other DoD,Missiles & Space,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,0.0000
2011,Other Agencies,Interior,Other Agencies,Interior,Fuels,Other Products,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,18000.0000
2011,Defense,Air Force,Defense,Air Force,Engines & Power Plants,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,2772789.7500
2012,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,29,344997.1403
2011,Defense,Air Force,Defense,Air Force,ERS,Aircraft,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,86010.0000
2012,Defense,Air Force,Defense,Air Force,Aircraft,Aircraft,1,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,7493790.0000
2009,Defense,Navy,Defense,Navy,Electronics & Communications,Ordnance and Missiles,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,74984.9980
2012,State and IAP,State,State and IAP,State,PAMS,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,10426.0202
2011,Defense,Navy,Defense,Navy,Aircraft,Aircraft,1,0,0,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,0.0000
2013,Defense,Navy,Defense,Navy,Aircraft,"Electronics, Comms, & Sensors",1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,7,12480.0000
2014,Defense,Army,Defense,Army,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,159300.0000
2015,State and IAP,State,State and IAP,State,Other,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,28,237625.7700
2004,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,1,X,,1,1,,1,ISRAEL,0,0.0000
2017,Defense,DLA,Defense,DLA,Launchers & Munitions,Ordnance and Missiles,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,5670.0000
2017,VA,VA,VA,VA,ERS,Facilities and Construction,0,0,0,X,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,2,50000.0000
2005,Defense,Navy,Defense,Navy,Other,Ships & Submarines,0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,0.0000
2010,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,B,ISRAEL,1,NULL,NULL,0,UNITED STATES,5,292338.0000
2012,Defense,Navy,Defense,Navy,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,0,UNITED STATES,1,ISRAEL,2,8499.7803
2006,State and IAP,State,State and IAP,State,PAMS,Other Services,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,2,12464.0000
2007,Other Agencies,Transportation,Other Agencies,Transportation,Other,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,202392.4531
2008,Defense,Navy,Defense,Navy,Electronics & Communications,Aircraft,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,88520.0000
2015,Defense,DLA,Defense,DLA,Aircraft,Aircraft,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,7,31767.0000
2016,NASA,NASA,NASA,NASA,Other,Facilities and Construction,1,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2016,Defense,Other DoD,Defense,Army,Other,Facilities and Construction,1,0,0,X,,1,1,,1,ISRAEL,0,0.0000
2011,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,,,1,1,,1,ISRAEL,0,0.0000
2017,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,1,0,1,X,,1,1,ISRAEL,1,ISRAEL,1,-28.4600
2009,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,112681.8906
2000,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,42000.0000
2014,HHS,HHS,HHS,HHS,Other,Facilities and Construction,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,80490.0000
2014,Defense,DLA,Defense,DLA,Ground Vehicles,Land Vehicles,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,9468.0000
2014,State and IAP,State,State and IAP,State,PAMS,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,1697838.8300
2015,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,Other Agencies,CONSUMER PRODUCT SAFETY COMMISSION,ICT,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,6930.0000
2006,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,,1,,23,2160015.0000
2012,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,1,0,0,,EGYPT,1,1,EGYPT,1,ISRAEL,1,18243.0000
2009,Defense,Navy,Defense,Navy,Other,Facilities and Construction,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,25289.0000
2012,State and IAP,State,State and IAP,State,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,16863.0000
2006,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,9,141571.0000
2011,State and IAP,State,Other Agencies,Exec Office,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,5,556442.0138
2015,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,X,,1,1,,1,ISRAEL,0,1312507.0625
2016,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,10,481011.1633
2016,Defense,Navy,Defense,Navy,PAMS,Other Services,1,0,0,X,ISRAEL,1,0,UNITED STATES,1,MALTA,2,60137.3399
2017,State and IAP,State,State and IAP,State,Ships,Ships & Submarines,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,5845.0898
2017,Defense,DLA,Defense,Army,Ground Vehicles,Land Vehicles,0,0,0,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,12,1643126.8850
2017,Defense,Navy,Defense,Navy,Aircraft,Aircraft,1,0,1,X,,1,1,,1,ISRAEL,0,0.0000
2012,Defense,Army,Defense,Army,ERS,Land Vehicles,0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,170880.0000
2010,Other Agencies,Transportation,Other Agencies,Transportation,Advanced Component Development & Prototypes (6.4),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,0.0000
2014,Other Agencies,Commerce,Other Agencies,Commerce,Other,Facilities and Construction,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2014,State and IAP,USAID,State and IAP,USAID,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,GERMANY,0,UNITED STATES,1,25290.0000
2014,Defense,DLA,Defense,DLA,Clothing & Subsistence,Other Products,1,0,0,X,,1,1,,1,ISRAEL,NULL,0.0000
2014,Defense,Navy,Defense,Navy,Aircraft,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2011,Defense,Air Force,Defense,Air Force,Engines & Power Plants,Aircraft,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,6,54457.5000
2008,Defense,DLA,Defense,DLA,Electronics & Communications,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,26095.0000
2006,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,41800.0000
2004,Defense,Air Force,Defense,Air Force,Other,Aircraft,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,145363.0000
2006,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,,1,,1,-2634.0000
2008,State and IAP,State,State and IAP,State,NULL,NULL,0,0,0,X,ISRAEL,1,NULL,NULL,0,UNITED STATES,1,14400.0000
2017,State and IAP,USAID,State and IAP,USAID,ERS,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,5676.0000
2013,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,0.0000
2013,Defense,DLA,Defense,Navy,Aircraft,Aircraft,1,0,0,X,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,1,19824724.3000
2014,State and IAP,State,State and IAP,State,Ships,Ships & Submarines,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,0.0000
2016,Defense,DLA,Defense,Navy,Engines & Power Plants,"Electronics, Comms, & Sensors",1,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,59126.1914
2016,State and IAP,State,State and IAP,State,ERS,Other Services,1,0,0,B,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,9009.0703
2016,Defense,DLA,Defense,Navy,Aircraft,Aircraft,0,0,1,X,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,133028.0000
2006,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,34,1275522.2305
2006,State and IAP,State,State and IAP,State,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,JAPAN,0,UNITED STATES,2,67246.0000
2010,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,26,698719.1599
2011,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,1,0,0,,IRAQ,1,1,ISRAEL,1,ISRAEL,3,452119.0000
2007,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,38900367.0000
2008,Defense,Army,Defense,Army,Aircraft,Aircraft,1,0,1,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,6,1361037.3398
2017,State and IAP,USAID,State and IAP,USAID,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,5081.0000
2012,State and IAP,State,DHS,ICE,Clothing & Subsistence,Other Products,0,0,0,,HONDURAS,1,1,ISRAEL,0,UNITED STATES,1,36516.1211
2014,VA,VA,VA,VA,Clothing & Subsistence,Other Products,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,23,842545.4600
2014,State and IAP,USAID,State and IAP,USAID,Other,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,7,16730.0700
2014,Defense,DLA,Defense,DLA,Engines & Power Plants,Aircraft,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,14577.0000
2014,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,1,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,9895.0000
2008,Defense,Army,Defense,Army,Aircraft,Aircraft,0,0,0,,,1,1,,1,ISRAEL,0,0.0000
2005,Defense,Navy,Defense,Navy,Clothing & Subsistence,Other Products,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,53802.0000
2009,Defense,Navy,Defense,Navy,Advanced Component Development & Prototypes (6.4),Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,0.0000
2009,Defense,Army,Defense,Army,Applied Research (6.2),"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,-58280.0000
2003,State and IAP,State,State and IAP,State,PAMS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,3,56000.0000
2011,HHS,HHS,HHS,HHS,PAMS,Other R&D and Knowledge Based,1,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,1,42493.0000
2010,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,0,,UNITED STATES,0,1,ISRAEL,1,ISRAEL,1,4038.0000
2011,Defense,MDA,Defense,MDA,PAMS,Missile Defense,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,5,7118995.0000
2007,Other Agencies,Commerce,Other Agencies,Commerce,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,80000.0000
2002,Defense,Air Force,Defense,Air Force,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,1144800.0000
2011,State and IAP,State,State and IAP,State,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,0,UNITED STATES,0,UNITED STATES,2,14795.0000
2000,Other Agencies,Commerce,Other Agencies,Commerce,PAMS,Other R&D and Knowledge Based,0,0,0,,RUSSIA,1,1,ISRAEL,0,UNITED STATES,1,35000.0000
2012,Other Agencies,Transportation,Other Agencies,Transportation,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,1130.5000
2016,Defense,Navy,Defense,Navy,Aircraft,Aircraft,1,0,1,A,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,3480048.0000
2016,Defense,DLA,Defense,Air Force,Other,Aircraft,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,271849.2813
2017,Defense,DLA,Defense,DLA,Other,Land Vehicles,0,0,0,A,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,6002.0000
2018,Defense,DLA,Defense,DLA,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,6,11453.3300
2018,Defense,DLA,Defense,DLA,Aircraft,Aircraft,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,2,0.0000
2013,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Agencies,BROADCASTING BOARD OF GOVERNORS,ERS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,4700.0000
2014,NASA,NASA,NASA,NASA,Other,Facilities and Construction,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,9450.0000
2014,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,1,0,0,,,1,1,,1,ISRAEL,0,0.0000
2015,Other Agencies,Transportation,Other Agencies,Transportation,PAMS,Other R&D and Knowledge Based,0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,3,272151.9000
2015,Defense,Navy,Defense,Navy,Clothing & Subsistence,Other Products,1,0,0,X,ITALY,1,1,ITALY,1,ISRAEL,2,61715.2814
2015,State and IAP,State,State and IAP,State,Missiles & Space,Ordnance and Missiles,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,14207.4600
2012,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2005,Defense,Army,Defense,Army,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,19,12184058.0000
2012,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,37998.1016
2009,Other Agencies,Agriculture,Other Agencies,Agriculture,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,3,33990.7305
2002,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,7,-717418.0000
2008,State and IAP,State,State and IAP,State,NULL,NULL,0,0,0,,ISRAEL,1,1,IRELAND,0,UNITED STATES,3,18163.9000
2002,State and IAP,State,State and IAP,State,FRS&C,Facilities and Construction,0,0,0,,,1,1,,1,ISRAEL,0,0.0000
2016,State and IAP,State,State and IAP,State,Launchers & Munitions,Ordnance and Missiles,0,0,0,X,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,4302.7700
2000,Defense,Air Force,Defense,Air Force,Missiles & Space,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,558603.0000
2008,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,1,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2008,State and IAP,USAID,State and IAP,USAID,ICT,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,6,99421.0000
2001,Defense,Navy,Defense,Navy,Basic Research (6.1),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,40000.0000
2013,Defense,Other DoD,Defense,Air Force,PAMS,Other Services,1,0,1,,ISRAEL,1,1,ISRAEL,1,ISRAEL,9,191478.0000
2013,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other Agencies,BROADCASTING BOARD OF GOVERNORS,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,16,19722.5000
2006,Defense,Army,Defense,Army,FRS&C,Facilities and Construction,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,95,9011735.0000
2009,Defense,Army,Defense,Army,Ground Vehicles,Land Vehicles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,3,288779.5078
2007,Defense,Army,Defense,Army,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,5,162735.0000
2006,Defense,Navy,Defense,Navy,Electronics & Communications,Aircraft,0,0,0,,ISRAEL,1,0,UNITED STATES,1,ISRAEL,2,14648.0000
2011,Defense,Navy,Defense,Navy,Aircraft,"Electronics, Comms, & Sensors",0,0,0,,ISRAEL,1,1,,1,ISRAEL,1,0.0000
2001,Defense,Navy,Defense,Navy,Electronics & Communications,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,1,,1,1099935.0000
2016,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,B,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,-138.8400
2016,Defense,DLA,Defense,DLA,Electronics & Communications,Ships & Submarines,0,0,0,X,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,773.8500
2002,Defense,Army,Defense,Army,Launchers & Munitions,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,,2,1817148.0000
2013,Defense,Navy,Defense,Navy,Aircraft,Ordnance and Missiles,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,2,0.0000
2014,Defense,DLA,Defense,DLA,Aircraft,Aircraft,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,20638.0000
2014,Defense,Army,Defense,Army,Other,Facilities and Construction,1,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,1,7002.0000
2015,State and IAP,State,State and IAP,State,Other,Other Products,0,0,0,B,ISRAEL,1,1,ISRAEL,0,UNITED STATES,2,15084.9700
2016,State and IAP,State,State and IAP,State,ERS,Other Services,0,0,0,B,ISRAEL,1,1,ISRAEL,1,ISRAEL,4,9980.2901
2001,State and IAP,USAID,State and IAP,USAID,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,,0,UNITED STATES,1,0.0000
2011,Defense,Navy,Defense,Navy,ERS,Ships & Submarines,1,0,0,,ISRAEL,1,1,MALTA,1,MALTA,3,64464.3984
2008,Defense,Army,Defense,Army,Basic Research (6.1),Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,ISRAEL,1,0.0000
2007,Defense,Army,Defense,Army,Advanced Technology Development (6.3),Missile Defense,0,0,0,,ISRAEL,1,0,UNITED STATES,1,,3,945900.0000
2002,Defense,Army,Defense,Army,PAMS,Other R&D and Knowledge Based,0,0,0,,ISRAEL,1,1,ISRAEL,1,,1,30000.0000
2009,State and IAP,State,State and IAP,State,PAMS,Other Services,0,0,0,,ISRAEL,1,1,ISRAEL,0,UNITED STATES,3,9176.0000
2014,Defense,Other DoD,Defense,Navy,ICT,"Electronics, Comms, & Sensors",0,0,0,,UNITED STATES,0,1,ISRAEL,0,UNITED STATES,1,-12537.9100
