Data Download from NCSES Interactive Data Tool,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filters,Selected values,,,,,,,,,,,,,,,,,,,,,,,,,,
Performer of Research by Field,"Universities and colleges, excluding FFRDCs, Other than universities and colleges",,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Research and Applied Research,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
Detailed Fields,"Agricultural sciences, Biological sciences (excluding environmental), Environmental biology, Medical sciences, Other life sciences, Biological aspects",,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deflator: Current Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit of Measure: Thousands of Dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,<Fiscal Year>,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
Science,Life sciences,Medical sciences,Department of Health and Human Services,Total for selected values,Total for selected values,Total for selected values,"11,414,980","11,488,630","10,698,757","10,124,170","9,726,225","9,833,238","9,441,963","9,897,062","8,994,750","10,619,962","10,204,876","9,347,618","9,795,293","9,705,700","9,982,285","9,871,454","5,300,289","5,221,503","5,449,309","3,742,826","6,091,357"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Agency for Healthcare Research and Quality,Total for selected values,Total for selected values,"171,308","170,141","166,805","172,750","188,545","189,000","189,369","170,301","149,134","505,734","176,975","169,954","158,130","165,008","173,188","152,036","126,384","129,571","116,873","73,530","69,717"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Agency for Healthcare Research and Quality,Applied research,Total for selected values,"171,308","170,141","166,805","172,750","188,545","189,000","189,369","170,301","149,134","505,734","176,975","169,954","158,130","165,008","173,188","152,036","126,384","129,571","116,873","73,530","69,717"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Agency for Healthcare Research and Quality,Applied research,"Universities and colleges, excluding FFRDCs","76,256","76,256","74,761","76,240","80,253","80,109","80,143","73,400","75,244","267,854","68,759","57,682","42,499","52,156","49,592","52,285","77,535","79,869","78,299","50,808","40,000"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Agency for Healthcare Research and Quality,Applied research,Other than universities and colleges,"95,052","93,885","92,044","96,510","108,292","108,891","109,225","96,900","73,890","237,880","108,216","112,272","115,631","112,852","123,596","99,751","48,849","49,702","38,574","22,722","29,717"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,25,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,25,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,25,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Total for selected values,Total for selected values,"59,635","44,145","73,504","71,465","78,022","82,582","59,832","62,144","30,608","44,270","23,201","331,857","422,064","544,583","510,819","539,759","564,000","521,000","544,000","505,022","433,307"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,Total for selected values,"5,931","6,783","18,742","24,947","31,986","38,644","24,298","41,415","22,851","26,840","16,255","46,581","86,224",-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,"Universities and colleges, excluding FFRDCs","3,513","4,085","4,224","4,464","4,456","4,394","4,545","9,998","3,413","6,560","11,583","3,139","1,696",-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Basic research,Other than universities and colleges,"2,419","2,698","14,518","20,483","27,530","34,250","19,752","31,417","19,438","20,280","4,672","43,442","84,528",-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,Total for selected values,"53,703","37,363","54,762","46,518","46,036","43,938","35,534","20,729","7,757","17,431","6,947","285,276","335,840","544,583","510,819","539,759","564,000","521,000","544,000","505,022","433,307"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,"Universities and colleges, excluding FFRDCs","10,599","8,859","9,325","13,053","6,368","6,557","6,184","2,508",-,"4,977","1,327","112,134","85,055","173,597","291,080","297,744","39,741","36,522","99,227","108,325","95,537"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Disease Control and Prevention,Applied research,Other than universities and colleges,"43,105","28,504","45,437","33,465","39,668","37,381","29,350","18,221","7,757","12,454","5,620","173,142","250,785","370,986","219,739","242,015","524,259","484,478","444,773","396,697","337,770"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Total for selected values,Total for selected values,"133,489",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Applied research,Total for selected values,"133,489",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Applied research,"Universities and colleges, excluding FFRDCs","11,555",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Applied research,Other than universities and colleges,"121,934",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Health and Human Services,Health Resources and Services Administration,Total for selected values,Total for selected values,"19,460","20,395","19,520","19,672","21,344","22,041","21,290","21,867","22,089","24,989","19,384","17,664","11,809","12,342","12,648","11,918","12,459","17,321","16,101","35,615","12,798"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Health Resources and Services Administration,Basic research,Total for selected values,"2,628","2,666","2,989","2,546","2,620","2,208","2,373","2,622","2,563","2,434","2,396","2,476","2,419","2,584","2,549","2,054","2,500","2,121","2,160","1,160","1,182"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Health Resources and Services Administration,Basic research,Other than universities and colleges,"2,628","2,666","2,989","2,546","2,620","2,208","2,373","2,622","2,563","2,434","2,396","2,476","2,419","2,584","2,549","2,054","2,500","2,121","2,160","1,160","1,182"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Health Resources and Services Administration,Applied research,Total for selected values,"16,833","17,729","16,531","17,126","18,723","19,833","18,917","19,245","19,525","22,554","16,988","15,188","9,390","9,758","10,099","9,864","9,959","15,200","13,941","34,455","11,616"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Health Resources and Services Administration,Applied research,"Universities and colleges, excluding FFRDCs","10,954","11,292","10,178","10,186","11,680","12,610","9,702","9,629","10,378","10,150","8,994","8,032","6,543","6,365","6,698","5,749","4,957","9,022","8,288","13,706","8,019"
Science,Life sciences,Medical sciences,Department of Health and Human Services,Health Resources and Services Administration,Applied research,Other than universities and colleges,"5,879","6,437","6,353","6,940","7,043","7,223","9,215","9,616","9,148","12,404","7,994","7,156","2,847","3,393","3,401","4,115","5,002","6,178","5,653","20,749","3,597"
Science,Life sciences,Medical sciences,Department of Health and Human Services,National Institutes of Health,Total for selected values,Total for selected values,"11,031,089","11,253,949","10,438,928","9,860,283","9,438,314","9,539,615","9,171,472","9,642,751","8,792,919","10,044,969","9,985,315","8,828,143","9,203,290","8,983,767","9,285,608","9,167,716","4,597,446","4,553,611","4,772,335","3,128,659","5,575,535"
Science,Life sciences,Medical sciences,Department of Health and Human Services,National Institutes of Health,Basic research,Total for selected values,"5,681,478","5,797,653","5,353,255","4,997,273","4,895,308","5,169,760","4,950,031","5,132,123","4,727,014","5,449,854","5,401,946","4,943,612","5,111,106","5,063,586","5,329,393","5,033,637","2,576,842","2,645,197","2,230,719","1,664,392","3,737,659"
Science,Life sciences,Medical sciences,Department of Health and Human Services,National Institutes of Health,Basic research,"Universities and colleges, excluding FFRDCs","3,249,956","3,052,480","2,788,134","2,743,229","2,721,617","2,821,258","2,741,618","2,863,856","2,830,926","3,310,339","3,207,691","2,971,988","3,009,015","2,834,087","3,013,199","2,842,306","1,469,868","1,562,694","635,251","991,852","1,982,119"
Science,Life sciences,Medical sciences,Department of Health and Human Services,National Institutes of Health,Basic research,Other than universities and colleges,"2,431,523","2,745,174","2,565,121","2,254,044","2,173,691","2,348,502","2,208,413","2,268,267","1,896,088","2,139,516","2,194,255","1,971,624","2,102,091","2,229,499","2,316,194","2,191,331","1,106,974","1,082,503","1,595,468","672,540","1,755,540"
Science,Life sciences,Medical sciences,Department of Health and Human Services,National Institutes of Health,Applied research,Total for selected values,"5,349,611","5,456,296","5,085,673","4,863,010","4,543,006","4,369,855","4,221,441","4,510,628","4,065,905","4,595,115","4,583,369","3,884,531","4,092,184","3,920,181","3,956,215","4,134,079","2,020,604","1,908,414","2,541,616","1,464,267","1,837,876"
Science,Life sciences,Medical sciences,Department of Health and Human Services,National Institutes of Health,Applied research,"Universities and colleges, excluding FFRDCs","3,060,638","2,817,673","2,678,795","2,635,652","2,512,262","2,403,294","2,335,452","2,539,646","2,411,529","2,819,918","2,844,556","2,335,133","2,408,729","2,194,456","2,236,816","2,334,359","1,152,582","1,127,427","314,840","873,577","910,080"
Science,Life sciences,Medical sciences,Department of Health and Human Services,National Institutes of Health,Applied research,Other than universities and colleges,"2,288,973","2,638,622","2,406,878","2,227,358","2,030,744","1,966,562","1,885,989","1,970,982","1,654,376","1,775,197","1,738,813","1,549,398","1,683,455","1,725,725","1,719,399","1,799,720","868,022","780,987","2,226,776","590,690","927,796"
Science,Life sciences,Medical sciences,Department of Homeland Security,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,992,351,"3,085","5,198","5,774","3,985","3,025",-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Homeland Security,Science and Technology Directorate,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,992,351,"3,085","5,198","5,774","3,985","3,025",-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Homeland Security,Science and Technology Directorate,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,992,351,"2,382",550,774,534,905,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Homeland Security,Science and Technology Directorate,Basic research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,180,-,715,-,11,16,8,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Homeland Security,Science and Technology Directorate,Basic research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,812,351,"1,667",550,763,518,897,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Homeland Security,Science and Technology Directorate,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,703,"4,648","5,000","3,451","2,120",-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Homeland Security,Science and Technology Directorate,Applied research,"Universities and colleges, excluding FFRDCs",-,-,-,-,-,-,-,-,-,-,-,33,-,71,103,18,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Homeland Security,Science and Technology Directorate,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,-,670,"4,648","4,929","3,348","2,102",-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Justice,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,468,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Justice,Office of Justice Programs,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,468,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Justice,Office of Justice Programs,Applied research,Total for selected values,-,-,-,-,-,-,-,-,-,-,468,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Justice,Office of Justice Programs,Applied research,Other than universities and colleges,-,-,-,-,-,-,-,-,-,-,468,-,-,-,-,-,-,-,-,-,-
Science,Life sciences,Medical sciences,Department of Labor,Total for selected values,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,250,-,-
Science,Life sciences,Medical sciences,Department of Labor,Employment and Training Administration,Total for selected values,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,250,-,-
Science,Life sciences,Medical sciences,Department of Labor,Employment and Training Administration,Basic research,Total for selected values,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,250,-,-
